APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender
5210026015,1/26/2016,Multi-Family,"1916 N HANCOCK ST
LOS ANGELES, CA 90031
(34.066688, -118.20893)",LOS ANGELES,CA,90031,1,Wells Fargo Bank N.A.
2513019077,1/15/2016,Non-Residential,"01301 8TH ST
SAN FERNANDO, CA 91340
(34.297644, -118.425416)",SAN FERNANDO,CA,91340,7,Nationstar Mortgage LLC
2105006010,5/31/2016,Single Family,"7853 N BOTHWELL RD
LOS ANGELES, CA 91335
(34.213617, -118.561245)",LOS ANGELES,CA,91335,3,JP Morgan Chase NA
2368008009,5/26/2016,Single Family,"11550 W DILLING ST
LOS ANGELES, CA 91604
(34.143243, -118.384055)",LOS ANGELES,CA,91604,2,"HANKEY CAPITAL, LLC"
6041010005,6/28/2016,Single Family,"9009 S SAN PEDRO ST
LOS ANGELES, CA 90003
(33.954268, -118.269514)",LOS ANGELES,CA,90003,9,Federal Home Loan Mortgage
4117002007,5/16/2016,Single Family,"119 E WATERVIEW ST
LOS ANGELES, CA 90293",LOS ANGELES,CA,90293,11,Wells Fargo Bank N.A.
5006014024,3/21/2016,Single Family,"5439 S 9TH AVE
LOS ANGELES, CA 90043
(33.991959, -118.32696)",LOS ANGELES,CA,90043,8,"Provident Trust Group, LLC"
6088024012,6/16/2016,Single Family,"11817 S DENVER AVE
LOS ANGELES, CA 90044
(33.925616, -118.28479)",LOS ANGELES,CA,90044,15,DITECH FINANCIAL LLC
2384021014,4/14/2016,Single Family,"3969 N AVENIDA DEL SOL
LOS ANGELES, CA 91604
(34.136083, -118.411248)",LOS ANGELES,CA,91604,2,NATIONSTAR MORTGAGE LLC
2564007005,6/15/2016,Multi-Family,"7000 W SHADYGROVE ST
TUJUNGA, CA 91042
(34.247116, -118.283538)",TUJUNGA,CA,91042,7,CitiMortgage
5569018001,6/24/2016,Single Family,"2001 N NICHOLS CANYON ROAD
LOS ANGELES, CA 90046
(34.107424, -118.360527)",LOS ANGELES,CA,90046,4,"Ocwen Loan Servicing, LLC"
7458016027,4/4/2016,Single Family,"1150 W 13TH ST 1-18
SAN PEDRO, CA 90731
(33.732468, -118.302453)",SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC"
2601075060,5/13/2016,Single Family,"12458 N LONGACRE AVE
LOS ANGELES, CA 91344
(34.295961, -118.536205)",LOS ANGELES,CA,91344,12,Fay Servicing LLC c/o BDF Law
2726025026,5/9/2016,Single Family,"20047 W TIPICO ST
LOS ANGELES, CA 91311
(34.256732, -118.570327)",LOS ANGELES,CA,91311,12,DITECH FINANCIAL LLC
2415022019,4/15/2016,Multi-Family,"5648 N CARTWRIGHT AVE
NORTH HOLLYWOOD, CA 91601
(34.173193, -118.363781)",NORTH HOLLYWOOD,CA,91601,2,"Wells Fargo Bank, N.A. C/O Select Portfolio Servicing"
5110020035,5/26/2016,Multi-Family,"239 W 50TH ST
LOS ANGELES, CA 90037
(33.997403, -118.276998)",LOS ANGELES,CA,90037,9,"The REO Group, Inc."
2284016011,4/13/2016,Single Family,"4528 N NOELINE AVE
LOS ANGELES, CA 91436
(34.152938, -118.489432)",LOS ANGELES,CA,91436,5,BSI Financial Services
5485010022,1/6/2016,Single Family,"1031 N LE GRAY AVE
LOS ANGELES, CA 90042
(34.12161, -118.192176)",LOS ANGELES,CA,90042,14,SETERUS INC
5539018005,6/21/2016,Single Family,"3931 W MARATHON ST
LOS ANGELES, CA 90029
(34.08461, -118.285552)",LOS ANGELES,CA,90029,13,Specialized Loan Servicing as Servicing Agent for Beneficiary
2355019031,4/14/2016,Single Family,"4725 N MORELLA AVE
LOS ANGELES, CA 91607
(34.156547, -118.389963)",LOS ANGELES,CA,91607,2,Firooz Payan
2162011181,6/6/2016,Single Family,"5301 YARMOUTH
LOS ANGELES, CA 91316
(34.166859, -118.520274)",LOS ANGELES,CA,91316,5,Statebridge Company LLC
2625019001,4/25/2016,Single Family,"9357 N STANWIN AVE
LOS ANGELES, CA 91331
(34.239675, -118.425156)",LOS ANGELES,CA,91331,6,Shellpoint Mortgage Servicing
2508025009,6/8/2016,Single Family,"12534 N HERRICK AVE
LOS ANGELES, CA 91342
(34.298236, -118.44402)",LOS ANGELES,CA,91342,7,EverBank
2163023039,5/31/2016,Single Family,"5280 N VANALDEN AVE
LOS ANGELES, CA 91356
(34.166318, -118.550064)",LOS ANGELES,CA,91356,3,Fay Servicing LLC c/o BDF Law
2638036009,5/4/2016,Single Family,"8419 N RANCHITO AVE
LOS ANGELES, CA 91402
(34.224083, -118.436664)",LOS ANGELES,CA,91402,6,Federal National Mortgage Association
4387013016,6/14/2016,Single Family,"2262 N BETTY LANE
LOS ANGELES, CA 90210
(34.112989, -118.405329)",LOS ANGELES,CA,90210,4,Wilshire Finance Partners
6017007019,4/19/2016,Single Family,"1927 W 74TH ST
LOS ANGELES, CA 90047
(33.97277, -118.3122)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.
5142005004,3/2/2016,Single Family,"818 S BONNIE BRAE ST
LOS ANGELES, CA 90057
(34.053348, -118.275911)",LOS ANGELES,CA,90057,1,OneWest Bank
2511003007,4/26/2016,Single Family,"13478 W ASTORIA ST
LOS ANGELES, CA 91342
(34.322355, -118.426613)",LOS ANGELES,CA,91342,7,Shellpoint Mortgage Services
5580009013,4/19/2016,Single Family,"2408 N DETOUR DR
LOS ANGELES, CA 90068
(34.113483, -118.319965)",LOS ANGELES,CA,90068,4,Reverse Mortgage Solutions
6034023015,5/4/2016,Single Family,"8415 S DENKER AVE
LOS ANGELES, CA 90047
(33.962174, -118.30464)",LOS ANGELES,CA,90047,8,"Val-Chris Investments, Inc."
4411018021,3/22/2016,Single Family,"441 N OCAMPO DR
LOS ANGELES, CA 90272",LOS ANGELES,CA,90272,11,Gevirtz 2003 Trust
5022011023,6/9/2016,Single Family,"2036 W 42ND PL
LOS ANGELES, CA 90062
(34.006358, -118.316794)",LOS ANGELES,CA,90062,8,Nationstar Mortgage LLC
5025012015,5/13/2016,Single Family,"5158 1/2 VILLAGE GRN
LOS ANGELES, CA 90064
(34.021341, -118.358635)",LOS ANGELES,CA,90064,10,Bayview Loan Servicing LLC
2505011001,4/23/2016,Single Family,"14614 W NURMI ST
LOS ANGELES, CA 91342
(34.307929, -118.451024)",LOS ANGELES,CA,91342,7,PennyMac
4229008033,5/24/2016,Single Family,"915 W BURRELL ST
LOS ANGELES, CA 90292
(33.986469, -118.449557)",LOS ANGELES,CA,90292,11,Shellpoint Mortgage Services
5678022014,5/9/2016,Single Family,"4205 N VERDUGO ROAD
LOS ANGELES, CA 90065
(34.127224, -118.232157)",LOS ANGELES,CA,90065,14,"Ocwen Loan Servicing, LLC"
6055017033,6/29/2016,Single Family,"1505 W 97TH ST
LOS ANGELES, CA 90047
(33.947731, -118.302783)",LOS ANGELES,CA,90047,8,FANNIE MAE
2601018032,6/7/2016,Single Family,"17908 W MAYERLING ST
LOS ANGELES, CA 91344
(34.286703, -118.522604)",LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC"
5018036018,6/6/2016,Multi-Family,"427 W 49TH ST
LOS ANGELES, CA 90037
(33.998308, -118.28148)",LOS ANGELES,CA,90037,9,"Ocwen Loan Servicing, LLC"
5047006001,6/8/2016,Single Family,"3525 S ALSACE AVE
LOS ANGELES, CA 90016
(34.022657, -118.358153)",LOS ANGELES,CA,90016,10,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing"
2601075027,6/24/2016,Single Family,"18503 W OLDENBURG LANE
LOS ANGELES, CA 91344",LOS ANGELES,CA,91344,12,Penny Mac Loan Service
5074025012,1/14/2016,Multi-Family,"1661 S ROOSEVELT AVE
LOS ANGELES, CA 90006
(34.043196, -118.301798)",LOS ANGELES,CA,90006,10,Caliber Home Loans
2781019006,5/24/2016,Single Family,"8311 N KEOKUK AVE
LOS ANGELES, CA 91306
(34.220657, -118.573965)",LOS ANGELES,CA,91306,3,Nationstar Mortgage LLC
5069026019,4/12/2016,Multi-Family,"1624 S SIERRA BONITA AVE
LOS ANGELES, CA 90019
(34.045058, -118.360477)",LOS ANGELES,CA,90019,10,Bayview Loan Servicing LLC
5565040021,6/28/2016,Single Family,"8661 W ALLENWOOD RD
LOS ANGELES, CA 90046
(34.120008, -118.384565)",LOS ANGELES,CA,90046,4,DITECH FINANCIAL LLC
5517012024,6/20/2016,Single Family,"153 S HOBART BLVD
LOS ANGELES, CA 90004
(34.072175, -118.305494)",LOS ANGELES,CA,90004,10,"Trinity Financial Services, LLC"
2230017009,6/3/2016,Single Family,"17215 W HAYNES ST
LOS ANGELES, CA 91406
(34.189339, -118.508183)",LOS ANGELES,CA,91406,6,Penny Mac Loan Service
6030028005,6/22/2016,Multi-Family,"421 E 84TH PL
LOS ANGELES, CA 90003
(33.961949, -118.266551)",LOS ANGELES,CA,90003,9,CALIBER HOME LOANS
2568003016,6/2/2016,Single Family,"10035 N MARCUS AVE
LOS ANGELES, CA 91042
(34.250942, -118.281805)",LOS ANGELES,CA,91042,7,"Ocwen Loan Servicing, LLC"
2669004020,5/19/2016,Single Family,"15841 W LEMARSH ST
LOS ANGELES, CA 91343
(34.255506, -118.477795)",LOS ANGELES,CA,91343,12,"SETERUS, INC"
5525034026,6/27/2016,Single Family,"360 N FORMOSA AVE
LOS ANGELES, CA 90036
(34.077937, -118.346225)",LOS ANGELES,CA,90036,5,Nationstar Mortgage LLC
5071004017,6/24/2016,Single Family,"1614 S WELLINGTON RD
LOS ANGELES, CA 90019
(34.044966, -118.330922)",LOS ANGELES,CA,90019,10,Penny Mac Loan Service
5085016003,5/24/2016,Multi-Family,"1214 S RIDGELEY DR
LOS ANGELES, CA 90019
(34.053246, -118.354021)",LOS ANGELES,CA,90019,10,BAYVIEW LOAN SERVICING C/O PEAK FORECLOSURE
2104033086,4/21/2016,Single Family,"19025 W SHERMAN WAY
LOS ANGELES, CA 91335
(34.201105, -118.54826)",LOS ANGELES,CA,91335,3,"Dovenmuehle Mortgage, Inc."
2656011045,5/13/2016,Single Family,"9531 SEPULVEDA
LOS ANGELES, CA 91343",LOS ANGELES,CA,91343,7,DITECH FINANCIAL LLC
5447025015,3/23/2016,Multi-Family,"222 S AVENUE 18
LOS ANGELES, CA 90031
(34.070909, -118.221971)",LOS ANGELES,CA,90031,1,"Wasserman, Comden, Casselman & Esentsten, LLP"
2322012058,6/1/2016,Single Family,"6512 N GENTRY AVE
LOS ANGELES, CA 91606
(34.188947, -118.393244)",LOS ANGELES,CA,91606,2,Wells Fargo Bank N.A.
4114004019,5/26/2016,Single Family,"7525 W COASTAL VIEW DR
LOS ANGELES, CA 90045
(33.964835, -118.428825)",LOS ANGELES,CA,90045,11,PHH STARS
5023001010,4/28/2016,Multi-Family,"4112 S 9TH AVE
LOS ANGELES, CA 90008
(34.009286, -118.327059)",LOS ANGELES,CA,90008,10,"Ocwen Loan Servicing, LLC"
5021004011,4/21/2016,Single Family,"4051 S DALTON AVE
LOS ANGELES, CA 90062
(34.009291, -118.303447)",LOS ANGELES,CA,90062,8,"Ocwen Loan Servicing, LLC"
6016036012,5/5/2016,Multi-Family,"1846 W 71ST ST
LOS ANGELES, CA 90047
(33.975377, -118.310431)",LOS ANGELES,CA,90047,8,"O.K.,LLC"
4360004072,1/7/2016,Single Family,"10787 WILSHIRE
LOS ANGELES, CA 90024
(34.060056, -118.439148)",LOS ANGELES,CA,90024,5,Shellpoint Mortgage Services
2637031005,6/16/2016,Single Family,"8529 N MATILIJA AVE
LOS ANGELES, CA 91402
(34.225622, -118.435226)",LOS ANGELES,CA,91402,6,CitiMortgage
2769025040,4/13/2016,Single Family,"8741 N DARBY AVE
LOS ANGELES, CA 91325
(34.230131, -118.533581)",LOS ANGELES,CA,91325,12,BSI Financial Services
2620027008,5/23/2016,Multi-Family,"10461 N ILEX AVE
PACOIMA, CA 91331
(34.26019, -118.417429)",PACOIMA,CA,91331,7,"Dovenmuehle Mortgage, Inc."
2779008030,5/4/2016,Single Family,"21205 W ROSCOE BLVD
LOS ANGELES, CA 93063",LOS ANGELES,CA,93063,3,CitiMortgage
7422007032,1/29/2016,Single Family,"1205 N LAKME AVE
LOS ANGELES, CA 90744
(33.787144, -118.259923)",LOS ANGELES,CA,90744,15,"JMJ Funding Group, Inc."
2644025106,5/13/2016,Single Family,"9625 N SYLMAR AVE
LOS ANGELES, CA 91402
(34.24484, -118.447828)",LOS ANGELES,CA,91402,6,OK LLC
6063029028,4/21/2016,Single Family,"430 E 107TH ST
LOS ANGELES, CA 90003
(33.939294, -118.266264)",LOS ANGELES,CA,90003,8,DITECH FINANCIAL LLC
2326012023,4/20/2016,Single Family,"6646 N AMPERE AVE
LOS ANGELES, CA 91606
(34.191093, -118.418583)",LOS ANGELES,CA,91606,2,Caliber Home Loans
6022027037,2/11/2016,Single Family,"7814 S SAN PEDRO ST 1-6
LOS ANGELES, CA 90003
(33.968272, -118.269516)",LOS ANGELES,CA,90003,9,Federal National Mortgage Association
6005019015,5/5/2016,Single Family,"136 W 61ST ST
LOS ANGELES, CA 90003
(33.984232, -118.275287)",LOS ANGELES,CA,90003,9,Nationstar Mortgage LLC
5514011046,4/22/2016,Single Family,"323 N ORLANDO AVE
LOS ANGELES, CA 90048
(34.07674, -118.373153)",LOS ANGELES,CA,90048,5,PennyMac
2327019007,4/12/2016,Single Family,"7001 N WORTSER AVE
LOS ANGELES, CA 91605
(34.197731, -118.417002)",LOS ANGELES,CA,91605,2,Capital One
2078002020,3/21/2016,Single Family,"4401 N LEYDON AVE
LOS ANGELES, CA 91364
(34.150301, -118.627879)",LOS ANGELES,CA,91364,3,MEIR VATURY
2741027035,4/6/2016,Single Family,"20614 W TUBA ST
LOS ANGELES, CA 91311
(34.256313, -118.582406)",LOS ANGELES,CA,91311,12,Reverse Mortgage Solutions
2023010016,3/8/2016,Single Family,"22119 W CANTLAY ST
LOS ANGELES, CA 91303
(34.20195, -118.608797)",LOS ANGELES,CA,91303,3,American Surety Co. c/o Gonzales & Gonzales Bonds and Insurance
2316009016,4/1/2016,Single Family,"7647 N TUJUNGA AVE
LOS ANGELES, CA 91605
(34.209805, -118.379059)",LOS ANGELES,CA,91605,6,Reverse Mortgage Solutions
2544021007,1/13/2016,Single Family,"10241 W LA TUNA CANYON ROAD
LOS ANGELES, CA 91352
(34.234091, -118.354535)",LOS ANGELES,CA,91352,7,"Ocwen Loan Servicing, LLC"
4127004017,1/8/2016,Single Family,"7716 S MIDFIELD AVE
LOS ANGELES, CA 90045
(33.966913, -118.372416)",LOS ANGELES,CA,90045,11,Rushmore Loan Management Services
2656021192,4/19/2016,Single Family,"9435 N NOBLE AVE 101-106
LOS ANGELES, CA 91343
(34.241904, -118.460983)",LOS ANGELES,CA,91343,7,Nationstar Mortgage LLC
2307025103,5/25/2016,Single Family,"12148 W RUNNYMEDE ST
LOS ANGELES, CA 91605
(34.205165, -118.398346)",LOS ANGELES,CA,91605,2,Franklin Credit Management Corp
2715036001,5/12/2016,Single Family,"18039 W TRIBUNE ST
LOS ANGELES, CA 91344
(34.26726, -118.527125)",LOS ANGELES,CA,91344,12,OK LLC
6029012018,6/24/2016,Single Family,"1018 E 81ST ST
LOS ANGELES, CA 90001
(33.965607, -118.257038)",LOS ANGELES,CA,90001,9,PHH Mortgage
2717010040,6/17/2016,Single Family,"11221 N RESEDA BLVD
LOS ANGELES, CA 91326
(34.274289, -118.536182)",LOS ANGELES,CA,91326,12,"Bank of New York Mellon, C/O Select Portfolio Servicing"
5157022017,4/21/2016,Multi-Family,"2020 W TEMPLE ST
LOS ANGELES, CA 90026
(34.070055, -118.267429)",LOS ANGELES,CA,90026,13,Selene Finance LP
2130024008,5/4/2016,Single Family,"19412 W VOSE ST
LOS ANGELES, CA 91335
(34.198138, -118.556148)",LOS ANGELES,CA,91335,3,Bank of America
5683022004,6/9/2016,Vacant Residential,"2456 W YOSEMITE DR
LOS ANGELES, CA 90041
(34.136801, -118.221566)",LOS ANGELES,CA,90041,14,Lynn Thai
6039018049,5/16/2016,Multi-Family,"845 1/2 W 93RD ST
LOS ANGELES, CA 90044
(33.951901, -118.290895)",LOS ANGELES,CA,90044,8,Fannie Mae
2638012007,4/8/2016,Single Family,"8678 N COSTELLO AVE
LOS ANGELES, CA 91402
(34.22828, -118.440597)",LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.
5213032097,5/2/2016,Single Family,"4760 E TEMPLETON ST
LOS ANGELES, CA 90032
(34.081873, -118.179871)",LOS ANGELES,CA,90032,14,Law Offices of Pamela Abbott Moore
6041024006,2/1/2016,Single Family,"8920 S SAN PEDRO ST
LOS ANGELES, CA 90003
(33.954932, -118.269515)",LOS ANGELES,CA,90003,9,"Spane Associates Inc, William T Spane and Mary Alice Spane"
6033021041,4/15/2016,Single Family,"8021 S VERMONT AVE
LOS ANGELES, CA 90044
(33.966609, -118.291845)",LOS ANGELES,CA,90044,8,"Wells Fargo Bank, N.A. C/O Select Portfolio Servicing"
2378025027,5/29/2016,Single Family,"3779 N BERRY DR
LOS ANGELES, CA 91604",LOS ANGELES,CA,91604,2,"Kodiak Capital Management, LLC"
2238012091,1/22/2016,Single Family,"6529 N WOODMAN AVE
LOS ANGELES, CA 91401
(34.189413, -118.431255)",LOS ANGELES,CA,91401,2,CITY NATIONAL FINANCIAL
5432014006,1/7/2016,Single Family,"2327 N MORENO DR
LOS ANGELES, CA 90039
(34.103071, -118.268505)",LOS ANGELES,CA,90039,4,Specialized Loan Servicing as Servicing Agent for Beneficiary
7463009026,5/25/2016,Single Family,"2411 S ALMA ST
SAN PEDRO, CA 90731
(33.722196, -118.299031)",SAN PEDRO,CA,90731,15,"champion Mortgage Company Nationstar Mortgage LLC, DBA"
2617010008,1/11/2016,Single Family,"14405 W CLYMER ST
LOS ANGELES, CA 91345
(34.264472, -118.446637)",LOS ANGELES,CA,91345,7,SETERUS INC
6051018025,4/28/2016,Single Family,"934 E 104TH ST
LOS ANGELES, CA 90002
(33.941903, -118.257489)",LOS ANGELES,CA,90002,8,DITECH FINANCIAL LLC
5577030001,6/16/2016,Vacant Residential,"2401 N SAN MARCO DR
LOS ANGELES, CA 90068
(34.114798, -118.331212)",LOS ANGELES,CA,90068,4,Gerald Feldman
5475005012,6/15/2016,Single Family,"4213 E PALMERO DR
LOS ANGELES, CA 90065
(34.11537, -118.222165)",LOS ANGELES,CA,90065,1,CitiMortgage
4360004072,5/10/2016,Single Family,"10787 WILSHIRE
LOS ANGELES, CA 90024
(34.060056, -118.439148)",LOS ANGELES,CA,90024,5,Shellpoint Mortgage Servicing
2249015014,5/5/2016,Single Family,"14735 W CUMPSTON ST
VAN NUYS, CA 91411
(34.169388, -118.454407)",VAN NUYS,CA,91411,4,Nationstar Mortgage LLC
2510014002,5/13/2016,Single Family,"13438 W HERRON ST
LOS ANGELES, CA 91342
(34.315915, -118.425589)",LOS ANGELES,CA,91342,7,"Worldwide Lenders, Inc."
5480012027,5/16/2016,Single Family,"908 N CRESTWOOD TER
LOS ANGELES, CA 90042
(34.13047, -118.190627)",LOS ANGELES,CA,90042,14,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing"
5476012016,4/5/2016,Single Family,"1526 N AVENUE 50
LOS ANGELES, CA 90042
(34.123873, -118.206224)",LOS ANGELES,CA,90042,14,"Ocwen Loan Servicing, LLC"
5589029005,5/9/2016,Single Family,"1820 N BERENDO ST
LOS ANGELES, CA 90027
(34.104212, -118.294524)",LOS ANGELES,CA,90027,4,"Ocwen Loan Servicing, LLC"
2618013022,1/13/2016,Single Family,"13935 W JUDD ST
LOS ANGELES, CA 91331
(34.259308, -118.43683)",LOS ANGELES,CA,91331,7,Ditech
2122020020,1/8/2016,Single Family,"6618 N ZELZAH AVE
LOS ANGELES, CA 91335
(34.190904, -118.522478)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Services
5690001014,1/7/2016,Single Family,"5024 N LOLETA AVE
LOS ANGELES, CA 90041
(34.137717, -118.198131)",LOS ANGELES,CA,90041,14,Solutionstar Field Services
5440012042,1/5/2016,Single Family,"2260 W INDIA ST
LOS ANGELES, CA 90039
(34.10301, -118.256471)",LOS ANGELES,CA,90039,13,Solutionstar Field Services
4369037002,1/11/2016,Single Family,"1110 N CHANTILLY RD
LOS ANGELES, CA 90077
(34.092134, -118.456994)",LOS ANGELES,CA,90077,5,Nationstar Mortgage
5689007017,1/6/2016,Single Family,"4835 N ALGOMA AVE
LOS ANGELES, CA 90041
(34.13416, -118.205082)",LOS ANGELES,CA,90041,14,"Ocwen Loan Servicing, LLC"
2010019025,7/29/2016,Single Family,"22138 W ECCLES ST
LOS ANGELES, CA 93063",LOS ANGELES,CA,93063,12,Penny Mac Loan Service
5548023012,3/10/2016,Multi-Family,"1306 1/2 N SYCAMORE AVE
LOS ANGELES, CA 90028
(34.094637, -118.342832)",LOS ANGELES,CA,90028,4,NATIONSTAR MORTGAGE LLC
